train_losses,train_accuracies,val_losses,val_accuracies
0.3579643191045705,0.8484256582545512,0.3028729051351547,0.8778125
0.2871724981932502,0.8794437065395734,0.3264560627937317,0.8659375
0.261627867957588,0.8951480584420658,0.2852565610408783,0.87875
0.2131132036447525,0.913665130088288,0.2316973173618316,0.9046875
0.1864492709687542,0.9224939448394406,0.2349758476018905,0.90375
0.1655151784118474,0.9335885616063756,0.22232974588871,0.9078125
0.1647572221956417,0.9321822017345104,0.2160235890746116,0.9103125
0.1615731157900924,0.9353074458942104,0.2180216634273529,0.9103125
0.2603123411437256,0.8986639581217283,0.266209996342659,0.8884375
0.23435738132292241,0.9050707086491132,0.22880579829216002,0.901875
0.21966776211859332,0.9138213922962731,0.2809083521366119,0.8909375
0.17584978440341767,0.9281193843269006,0.19428035438060762,0.9240625
0.15462867211844736,0.9393702633018205,0.18256874173879623,0.9246875
0.14333069935838025,0.9440581295413705,0.1770115514099598,0.928125
0.13700261197711203,0.9455426205172279,0.17516575664281844,0.9284375
0.13124113041229085,0.9484334713649504,0.18323147624731065,0.9309375
