train_losses,train_accuracies,val_losses,val_accuracies
0.3579643191045705,0.8484256582545512,0.3028729051351547,0.8778125
0.2871724981932502,0.8794437065395734,0.3264560627937317,0.8659375
0.261627867957588,0.8951480584420658,0.2852565610408783,0.87875
0.2131132036447525,0.913665130088288,0.2316973173618316,0.9046875
0.1864492709687542,0.9224939448394406,0.2349758476018905,0.90375
0.1655151784118474,0.9335885616063756,0.22232974588871,0.9078125
0.1647572221956417,0.9321822017345104,0.2160235890746116,0.9103125
0.1615731157900924,0.9353074458942104,0.2180216634273529,0.9103125
0.2603123411437256,0.8986639581217283,0.266209996342659,0.8884375
0.2343573813229224,0.9050707086491132,0.22880579829216,0.901875
0.2196677621185933,0.9138213922962732,0.2809083521366119,0.8909375
0.1758497844034176,0.9281193843269006,0.1942803543806076,0.9240625
0.1546286721184473,0.9393702633018204,0.1825687417387962,0.9246875
0.1433306993583802,0.9440581295413704,0.1770115514099598,0.928125
0.137002611977112,0.945542620517228,0.1751657566428184,0.9284375
0.1312411304122908,0.9484334713649504,0.1832314762473106,0.9309375
0.25643246792910557,0.8933510430502383,0.3285383576154709,0.873125
0.20749236659963052,0.9183529963278381,0.2922476649284363,0.8859375
0.2104075270450174,0.9159309321040706,0.22799570262432098,0.905625
0.16393869380292803,0.933979217126338,0.168634412586689,0.9353125
0.14742759358525248,0.9422611141495429,0.1684369146823883,0.9421875000000001
0.1341397568638208,0.9483553402609579,0.16177922278642654,0.938125
0.1262468954184268,0.9522618954605828,0.15954124450683593,0.9396875
0.1238365838053413,0.9495273068208454,0.16127520948648452,0.938125
